 # of RX ,description,AMITRIPTYLINE,BUPROPION,CITALOPRAM,DESVENLAFAXINE,DOXEPIN,DULOXETINE,ESCITALOPRAM,FLUOXETINE,MIRTAZAPINE,NORTRIPTYLINE,OTHER,PAROXETINE,ROPINIROLE,SERTRALINE,TRAZODONE,VENLAFAXINE
  1 ,Age: 41-64 | Gender: Female | NONDEPENDENT TOBACCO USE DISORDER (dxo:ICD9:3051) | OTHER MALAISE AND FATIGUE (dxo:ICD9:78079),,0.01782178218,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | NONDEPENDENT TOBACCO USE DISORDER (dxo:ICD9:3051) | OTHER PROBLEMS RELATED TO LIFESTYLE (dxo:ICD9:V698),,0.01265822785,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | NONDEPENDENT TOBACCO USE DISORDER (dxo:ICD9:3051) | PALPITATIONS (dxo:ICD9:7851),,,,,,,0.1352941176,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | NONDEPENDENT TOBACCO USE DISORDER (dxo:ICD9:3051) | PANIC DISORDER WITHOUT AGORAPHOBIA (dxo:ICD9:30001),,0.05263157895,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | NONDEPENDENT TOBACCO USE DISORDER (dxo:ICD9:3051) | PAROXETINE HCL,,0.01075268817,,,,,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | NONDEPENDENT TOBACCO USE DISORDER (dxo:ICD9:3051) | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862)",,0.06481481481,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | NONDEPENDENT TOBACCO USE DISORDER (dxo:ICD9:3051) | ROUTINE GENERAL MEDICAL EXAMINATION AT HEALTH CARE FACILITY (dxo:ICD9:V700),,0.0198019802,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | NONDEPENDENT TOBACCO USE DISORDER (dxo:ICD9:3051) | ROUTINE GENERAL MEDICAL EXAMINATION AT HEALTH CARE FACILITY (dxo:ICD9:V700) | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231),,0.04032258065,,,,,,,,,,,,,,
  2 ,Age: 41-64 | Gender: Female | NONDEPENDENT TOBACCO USE DISORDER (dxo:ICD9:3051) | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231),,0.02279202279,,,,,0.1619585687,,,,,,,,,
  2 ,Age: 41-64 | Gender: Female | NONDEPENDENT TOBACCO USE DISORDER (dxo:ICD9:3051) | SERTRALINE HCL,,0.03426791277,,,,,,,,,,,,0.6981132075,,
  1 ,Age: 41-64 | Gender: Female | NONDEPENDENT TOBACCO USE DISORDER (dxo:ICD9:3051) | SIMVASTATIN,,,,,,,0.125,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | NONDEPENDENT TOBACCO USE DISORDER (dxo:ICD9:3051) | VALACYCLOVIR HCL,,0.02684563758,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | NONDEPENDENT TOBACCO USE DISORDER (dxo:ICD9:3051) | VARENICLINE TARTRATE,,0.01568627451,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | NONDEPENDENT TOBACCO USE DISORDER (dxo:ICD9:3051) | VENLAFAXINE HCL,,0.04329004329,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | NORETHINDRONE,,,,,,,,,,,,,,0.5458167331,,
  1 ,Age: 41-64 | Gender: Female | NORETHINDRONE | SERTRALINE HCL,,,,,,,,,,,,,,0.75,,
  1 ,Age: 41-64 | Gender: Female | NORETHINDRONE-E.ESTRADIOL-IRON | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231),,,,,,,0.1302083333,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | NORETHINDRONE-ETHIN. ESTRADIOL,,,,,,,,,,,,,,0.5882352941,,
  1 ,Age: 41-64 | Gender: Female | NORGESTIMATE-ETHINYL ESTRADIOL,,,0.5114155251,,,,,,,,,,,,,
  12 ,Age: 41-64 | Gender: Female | NORTRIPTYLINE HCL,0.01315789474,0.03125,0.3874755382,,,0.3617021277,0.1229508197,0.3978494624,,0.1639983058,0.4024458477,0.311827957,,0.396460177,0.015625,0.3957528958
  1 ,"Age: 41-64 | Gender: Female | NORTRIPTYLINE HCL | Num Previous Antidep: 2,3 | PAROXETINE HCL",,,,,,,,,,,,0.7192982456,,,,
  1 ,"Age: 41-64 | Gender: Female | NORTRIPTYLINE HCL | Num Previous Antidep: 2,3 | SERTRALINE HCL",,,,,,,,,,,,,,0.7074235808,,
  1 ,Age: 41-64 | Gender: Female | NORTRIPTYLINE HCL | Num Previous Antidep: 4+,,,,,,,,,,,0.270531401,,,,,
  1 ,Age: 41-64 | Gender: Female | NORTRIPTYLINE HCL | Num Previous Antidep: 4+ | TRAZODONE HCL,,,,,,,,,,,0.2975206612,,,,,
  1 ,Age: 41-64 | Gender: Female | NORTRIPTYLINE HCL | Num Previous Antidep: 4+ | TRAZODONE HCL | VENLAFAXINE HCL,,,,,,,,,,,0.2080536913,,,,,
  3 ,Age: 41-64 | Gender: Female | NORTRIPTYLINE HCL | PAROXETINE HCL,,,,,,,,,,0.1300309598,0.4484451718,0.5446293495,,,,
  1 ,Age: 41-64 | Gender: Female | NORTRIPTYLINE HCL | PAROXETINE HCL | TRAZODONE HCL,,,,,,,,,,,0.380952381,,,,,
  1 ,"Age: 41-64 | Gender: Female | NORTRIPTYLINE HCL | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862)",,,,,,,,,,,0.08108108108,,,,,
  1 ,Age: 41-64 | Gender: Female | NORTRIPTYLINE HCL | PRAMIPEXOLE DI-HCL,,,,,,,,,,,0.4816955684,,,,,
  1 ,Age: 41-64 | Gender: Female | NORTRIPTYLINE HCL | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801),,,,,,,,,,,0.1403508772,,,,,
  1 ,Age: 41-64 | Gender: Female | NORTRIPTYLINE HCL | RISPERIDONE,,,,,,,,,,,0.157480315,,,,,
  2 ,Age: 41-64 | Gender: Female | NORTRIPTYLINE HCL | ROPINIROLE HCL,,,,,,,,,,0.1363636364,0.4416403785,,,,,
  3 ,Age: 41-64 | Gender: Female | NORTRIPTYLINE HCL | SERTRALINE HCL,,,,,,,,,,0.1557591623,0.4512860483,,,0.6260043828,,
  1 ,Age: 41-64 | Gender: Female | NORTRIPTYLINE HCL | SERTRALINE HCL | TRAZODONE HCL,,,,,,,,,,,0.3962264151,,,,,
  2 ,Age: 41-64 | Gender: Female | NORTRIPTYLINE HCL | TRAZODONE HCL,,,,,,,,,,0.2064896755,0.3510145959,,,,,
  1 ,Age: 41-64 | Gender: Female | NORTRIPTYLINE HCL | TRAZODONE HCL | VENLAFAXINE HCL,,,,,,,,,,,0.3469387755,,,,,
  1 ,Age: 41-64 | Gender: Female | NORTRIPTYLINE HCL | UNSPECIFIED MYALGIA AND MYOSITIS (dxo:ICD9:7291),,,,,,,,,,0.18,,,,,,
  3 ,Age: 41-64 | Gender: Female | NORTRIPTYLINE HCL | VENLAFAXINE HCL,,,,,,,,,,0.1552631579,0.3724088635,,,,,0.6679245283
  1 ,"Age: 41-64 | Gender: Female | Num Previous Antidep: 2,3 | Num Previous Episodes: 2+ | PAROXETINE HCL | SERTRALINE HCL",,,,,,,,,,,,0.5045045045,,,,
  1 ,"Age: 41-64 | Gender: Female | Num Previous Antidep: 2,3 | Num Previous Episodes: 2+ | PAROXETINE HCL | TRAZODONE HCL",,,,,,,,,,,,0.5499231951,,,,
  1 ,"Age: 41-64 | Gender: Female | Num Previous Antidep: 2,3 | Num Previous Episodes: 2+ | PAROXETINE HCL | VENLAFAXINE HCL",,,,,,,,,,,,0.6666666667,,,,
  2 ,"Age: 41-64 | Gender: Female | Num Previous Antidep: 2,3 | PAROXETINE HCL | SERTRALINE HCL",,,,,,,,,,,,0.7788461538,,0.6957831325,,
  1 ,"Age: 41-64 | Gender: Female | Num Previous Antidep: 2,3 | PAROXETINE HCL | TRAZODONE HCL",,,,,,,,,,,,0.658456486,,,,
  1 ,"Age: 41-64 | Gender: Female | Num Previous Antidep: 2,3 | PAROXETINE HCL | VENLAFAXINE HCL",,,,,,,,,,,,0.7259259259,,,,
  1 ,"Age: 41-64 | Gender: Female | Num Previous Antidep: 2,3 | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862) | SERTRALINE HCL | TRAZODONE HCL",,,,,,,,,,,,,,0.3,,
  1 ,"Age: 41-64 | Gender: Female | Num Previous Antidep: 2,3 | PRAMIPEXOLE DI-HCL | SERTRALINE HCL",,,,,,,,,,,,,,0.7314814815,,
  1 ,"Age: 41-64 | Gender: Female | Num Previous Antidep: 2,3 | RESTLESS LEGS SYNDROME [RLS] (dxo:ICD9:33394) | ROPINIROLE HCL | SERTRALINE HCL",,,,,,,,,,,,,,0.6571428571,,
  1 ,"Age: 41-64 | Gender: Female | Num Previous Antidep: 2,3 | ROPINIROLE HCL | SERTRALINE HCL",,,,,,,,,,,,,,0.6649484536,,
  1 ,"Age: 41-64 | Gender: Female | Num Previous Antidep: 2,3 | SERTRALINE HCL",,,,,,,,,,,,,,0.7384615385,,
  1 ,"Age: 41-64 | Gender: Female | Num Previous Antidep: 2,3 | SERTRALINE HCL | TRAZODONE HCL",,,,,,,,,,,,,,0.6670765447,,
  1 ,"Age: 41-64 | Gender: Female | Num Previous Antidep: 2,3 | SERTRALINE HCL | VENLAFAXINE HCL",,,,,,,,,,,,,,0.7175925926,,
  3 ,Age: 41-64 | Gender: Female | Num Previous Antidep: 4+,,,,,,,,,,,0.2326103216,0.2970588235,,0.2419354839,,
  1 ,Age: 41-64 | Gender: Female | Num Previous Antidep: 4+ | PAROXETINE HCL,,,,,,,,,,,,0.378238342,,,,
  1 ,Age: 41-64 | Gender: Female | Num Previous Antidep: 4+ | PAROXETINE HCL | SERTRALINE HCL,,,,,,,,,,,,0.3305084746,,,,
  1 ,Age: 41-64 | Gender: Female | Num Previous Antidep: 4+ | PRAMIPEXOLE DI-HCL,,,,,,,,,,,0.3780487805,,,,,
  1 ,Age: 41-64 | Gender: Female | Num Previous Antidep: 4+ | PRAMIPEXOLE DI-HCL | ROPINIROLE HCL,,,,,,,,,,,0.456,,,,,
  1 ,Age: 41-64 | Gender: Female | Num Previous Antidep: 4+ | PRAMIPEXOLE DI-HCL | ROPINIROLE HCL | TRAZODONE HCL,,,,,,,,,,,0.4214285714,,,,,
  1 ,Age: 41-64 | Gender: Female | Num Previous Antidep: 4+ | PRAMIPEXOLE DI-HCL | TRAZODONE HCL,,,,,,,,,,,0.3472222222,,,,,
  1 ,Age: 41-64 | Gender: Female | Num Previous Antidep: 4+ | PRAMIPEXOLE DI-HCL | TRAZODONE HCL | VENLAFAXINE HCL,,,,,,,,,,,0.2644628099,,,,,
  1 ,Age: 41-64 | Gender: Female | Num Previous Antidep: 4+ | ROPINIROLE HCL,,,,,,,,,,,0.339658444,,,,,
  1 ,Age: 41-64 | Gender: Female | Num Previous Antidep: 4+ | ROPINIROLE HCL | TRAZODONE HCL,,,,,,,,,,,0.3240816327,,,,,
  1 ,Age: 41-64 | Gender: Female | Num Previous Antidep: 4+ | ROPINIROLE HCL | TRAZODONE HCL | VENLAFAXINE HCL,,,,,,,,,,,0.3611111111,,,,,
  1 ,Age: 41-64 | Gender: Female | Num Previous Antidep: 4+ | SERTRALINE HCL,,,,,,,,,,,,,,0.4206896552,,
  1 ,Age: 41-64 | Gender: Female | Num Previous Antidep: 4+ | SERTRALINE HCL | VENLAFAXINE HCL,,,,,,,,,,,,,,0.46,,
  1 ,Age: 41-64 | Gender: Female | Num Previous Antidep: 4+ | TRAZODONE HCL,,,,,,,,,,,0.2621535666,,,,,
  1 ,Age: 41-64 | Gender: Female | Num Previous Antidep: 4+ | TRAZODONE HCL | VENLAFAXINE HCL,,,,,,,,,,,0.2598870056,,,,,
  1 ,Age: 41-64 | Gender: Female | Num Previous Antidep: 4+ | VENLAFAXINE HCL,,,,,,,,,,,0.1512195122,,,,,
  1 ,Age: 41-64 | Gender: Female | Num Previous Episodes: 2+ | PAROXETINE HCL | SERTRALINE HCL,,,,,,,,,,,,0.5,,,,
  1 ,Age: 41-64 | Gender: Female | Num Previous Episodes: 2+ | PAROXETINE HCL | TRAZODONE HCL,,,,,,,,,,,,0.5505279035,,,,
  1 ,Age: 41-64 | Gender: Female | Num Previous Episodes: 2+ | PAROXETINE HCL | VENLAFAXINE HCL,,,,,,,,,,,,0.6583333333,,,,
  1 ,Age: 41-64 | Gender: Female | Num Previous Episodes: 2+ | SERTRALINE HCL,,,0.5327868852,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | Num Previous Remissions: 2+ | PAROXETINE HCL,,,,,,,,,,,,0.8312883436,,,,
  2 ,Age: 41-64 | Gender: Female | Num Previous Remissions: 2+ | PAROXETINE HCL | TRAZODONE HCL,,,,,,,,,,,0.5541401274,0.6589595376,,,,
  2 ,Age: 41-64 | Gender: Female | Num Previous Remissions: 2+ | SERTRALINE HCL,,,,,,,,,,,0.4761904762,,,0.8834710744,,
  2 ,Age: 41-64 | Gender: Female | Num Previous Remissions: 2+ | SERTRALINE HCL | TRAZODONE HCL,,,,,,,,,,,0.6321525886,,,0.6226851852,,
  2 ,Age: 41-64 | Gender: Female | Num Previous Remissions: 2+ | TRAZODONE HCL | VENLAFAXINE HCL,,,,,,,,,,,0.5568181818,,,,,0.5858310627
  1 ,Age: 41-64 | Gender: Female | Num Previous Remissions: 2+ | VENLAFAXINE HCL,,,,,,,,,,,,,,,,0.784
  3 ,"Age: 41-64 | Gender: Female | OBESITY, UNSPECIFIED (dxo:ICD9:27800)",,0.03460207612,,,,,,0.6018518519,0.0946969697,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | OBESITY, UNSPECIFIED (dxo:ICD9:27800) | OTHER MALAISE AND FATIGUE (dxo:ICD9:78079)",,0.0379403794,,,,,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | OBESITY, UNSPECIFIED (dxo:ICD9:27800) | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231)",,0.03680981595,,,,,,,,,,,,,,
  3 ,Age: 41-64 | Gender: Female | OBSESSIVE-COMPULSIVE DISORDERS (dxo:ICD9:3003),,0.04268292683,,,,,0.21,,,,0.178802589,,,,,
  1 ,Age: 41-64 | Gender: Female | OBSESSIVE-COMPULSIVE DISORDERS (dxo:ICD9:3003) | PAROXETINE HCL,,,,,,,,,,,0.1768292683,,,,,
  1 ,"Age: 41-64 | Gender: Female | OBSESSIVE-COMPULSIVE DISORDERS (dxo:ICD9:3003) | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862)",,,,,,,,,,,0.1438848921,,,,,
  1 ,Age: 41-64 | Gender: Female | OBSESSIVE-COMPULSIVE DISORDERS (dxo:ICD9:3003) | SERTRALINE HCL,,,,,,,,,,,0.1782729805,,,,,
  1 ,Age: 41-64 | Gender: Female | OBSESSIVE-COMPULSIVE DISORDERS (dxo:ICD9:3003) | SERTRALINE HCL | TRAZODONE HCL,,,,,,,,,,,0.2344827586,,,,,
  1 ,Age: 41-64 | Gender: Female | OBSESSIVE-COMPULSIVE DISORDERS (dxo:ICD9:3003) | TRAZODONE HCL,,,,,,,,,,,0.2317880795,,,,,
  1 ,Age: 41-64 | Gender: Female | OBSESSIVE-COMPULSIVE DISORDERS (dxo:ICD9:3003) | VENLAFAXINE HCL,,,,,,,,,,,0.1900826446,,,,,
  10 ,Age: 41-64 | Gender: Female | OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC) (dxo:ICD9:32723),0.004184100418,,0.5223413762,,,,0.1874371859,0.5679758308,,,0.3580246914,0.4402730375,0.2544378698,0.5528804815,0,0.5465838509
  2 ,Age: 41-64 | Gender: Female | OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC) (dxo:ICD9:32723) | PAROXETINE HCL,,,,,,,,,,,0.4223300971,0.7782258065,,,,
  1 ,Age: 41-64 | Gender: Female | OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC) (dxo:ICD9:32723) | PAROXETINE HCL | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231),,,,,,,,,,,,0.7,,,,
  1 ,Age: 41-64 | Gender: Female | OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC) (dxo:ICD9:32723) | RESTLESS LEGS SYNDROME [RLS] (dxo:ICD9:33394),,,,,,,,,,,0.4466019417,,,,,
  3 ,Age: 41-64 | Gender: Female | OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC) (dxo:ICD9:32723) | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231),0,,,,,,0.1790393013,,,,,0.3698630137,,,,
  2 ,Age: 41-64 | Gender: Female | OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC) (dxo:ICD9:32723) | SERTRALINE HCL,,,,,,,,,,,0.5348837209,,,0.7790224033,,
  1 ,Age: 41-64 | Gender: Female | OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC) (dxo:ICD9:32723) | SERTRALINE HCL | SIMVASTATIN,,,,,,,,,,,,,,0.8636363636,,
  2 ,Age: 41-64 | Gender: Female | OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC) (dxo:ICD9:32723) | SIMVASTATIN,,,0.6089385475,,,,,,,,,,,0.6780821918,,
  1 ,Age: 41-64 | Gender: Female | OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC) (dxo:ICD9:32723) | TRAZODONE HCL,,,,,,,,,,,0.3228346457,,,,,
  2 ,Age: 41-64 | Gender: Female | OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC) (dxo:ICD9:32723) | VENLAFAXINE HCL,,,,,,,,,,,0.4578005115,,,,,0.8064516129
  1 ,Age: 41-64 | Gender: Female | OLMESARTAN MEDOXOMIL,,,,,,,0.1364421416,,,,,,,,,
  2 ,Age: 41-64 | Gender: Female | OLMESARTAN/HYDROCHLOROTHIAZIDE,,,,,,0.4367088608,,,,,,,,,,0.5387931034
  1 ,Age: 41-64 | Gender: Female | OLMESARTAN/HYDROCHLOROTHIAZIDE | VENLAFAXINE HCL,,,,,,,,,,,,,,,,0.7764705882
  6 ,Age: 41-64 | Gender: Female | OMEPRAZOLE,,0.05172413793,0.4504504505,,,,0.1507788162,0.5326797386,,,0.2246696035,,,,,0.4714285714
  1 ,Age: 41-64 | Gender: Female | OMEPRAZOLE | PALPITATIONS (dxo:ICD9:7851),,,,,,,0.1472868217,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | OMEPRAZOLE | PAROXETINE HCL,,,,,,,,,,,0.3897435897,,,,,
  1 ,Age: 41-64 | Gender: Female | OMEPRAZOLE | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231),,,,,,,0.1370967742,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | OMEPRAZOLE | SERTRALINE HCL,,,,,,,,,,,0.4447174447,,,,,
  1 ,Age: 41-64 | Gender: Female | OMEPRAZOLE | SIMVASTATIN,,,,,,,0.1147540984,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | OMEPRAZOLE | TRAZODONE HCL,,,,,,,,,,,0.316091954,,,,,
  1 ,Age: 41-64 | Gender: Female | OMEPRAZOLE | VENLAFAXINE HCL,,,,,,,,,,,0.3906705539,,,,,
  1 ,"Age: 41-64 | Gender: Female | OPIOID TYPE DEPENDENCE, UNSPECIFIED (dxo:ICD9:30400)",,,,,,,,,,,,,,,0.008064516129,
  3 ,Age: 41-64 | Gender: Female | OSELTAMIVIR PHOSPHATE,,,0.421875,,,,0.125,,,,,0.4074074074,,,,
  1 ,Age: 41-64 | Gender: Female | OSELTAMIVIR PHOSPHATE | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231),,,,,,,,,,,,0.2772277228,,,,
  1 ,"Age: 41-64 | Gender: Female | OSTEOARTHROSIS, UNSPECIFIED WHETHER GENERALIZED OR LOCALIZED, UNSPECIFIED SITE (dxo:ICD9:71590)",,0.01360544218,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | OTHER (ABNORMAL) FINDINGS ON RADIOLOGICAL EXAMINATION OF BREAST (dxo:ICD9:79389),,,,,,,,,,,,,,,,0.4437869822
  1 ,Age: 41-64 | Gender: Female | OTHER (ABNORMAL) FINDINGS ON RADIOLOGICAL EXAMINATION OF BREAST (dxo:ICD9:79389) | VENLAFAXINE HCL,,,,,,,,,,,,,,,,0.7467532468
  1 ,Age: 41-64 | Gender: Female | OTHER ACNE (dxo:ICD9:7061),,,0.4915254237,,,,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | OTHER AND UNSPECIFIED ALCOHOL DEPENDENCE, UNSPECIFIED DRUNKENNESS (dxo:ICD9:30390)",,,,,,,,,,,,,,0.3555555556,,
  1 ,Age: 41-64 | Gender: Female | OTHER AND UNSPECIFIED BIPOLAR DISORDERS (dxo:ICD9:29689),,0.037470726,,,,,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | OTHER AND UNSPECIFIED BIPOLAR DISORDERS (dxo:ICD9:29689) | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862)",,0.01538461538,,,,,,,,,,,,,,
  2 ,Age: 41-64 | Gender: Female | OTHER AND UNSPECIFIED HYPERLIPIDEMIA (dxo:ICD9:2724),,,,,,,,0.5487804878,,,,,,0.5772357724,,
  1 ,Age: 41-64 | Gender: Female | OTHER AND UNSPECIFIED HYPERLIPIDEMIA (dxo:ICD9:2724) | OTHER SCREENING MAMMOGRAM (dxo:ICD9:V7612),,,,,,,,,,,,,,0.5673076923,,
  1 ,Age: 41-64 | Gender: Female | OTHER ANXIETY STATES (dxo:ICD9:30009),,,,,,,,,,,0.3202614379,,,,,
  1 ,Age: 41-64 | Gender: Female | OTHER ANXIETY STATES (dxo:ICD9:30009) | SERTRALINE HCL,,,,,,,,,,,0.4744525547,,,,,
  1 ,Age: 41-64 | Gender: Female | OTHER ANXIETY STATES (dxo:ICD9:30009) | VENLAFAXINE HCL,,,,,,,,,,,0.4260869565,,,,,
  1 ,Age: 41-64 | Gender: Female | OTHER ATOPIC DERMATITIS AND RELATED CONDITIONS (dxo:ICD9:6918),,,,,0.09467455621,,,,,,,,,,,
  2 ,Age: 41-64 | Gender: Female | OTHER CHRONIC PAIN (dxo:ICD9:33829),,,0.4638554217,,,,,,,,,,,,,0.4292035398
  1 ,Age: 41-64 | Gender: Female | OTHER CHRONIC SINUSITIS (dxo:ICD9:4738),,,,,,,,,,,,,,,,0.427184466
  1 ,Age: 41-64 | Gender: Female | OTHER CONVULSIONS (dxo:ICD9:78039),,0.04705882353,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | OTHER DISORDERS OF BONE AND CARTILAGE (dxo:ICD9:73399),,,0.4489795918,,,,,,,,,,,,,
  2 ,Age: 41-64 | Gender: Female | OTHER DYSCHROMIA (dxo:ICD9:70909),,,0.4626865672,,,,,0.395256917,,,,,,,,
  7 ,Age: 41-64 | Gender: Female | OTHER EXTRAPYRAMIDAL DISEASE AND ABNORMAL MOVEMENT DISORDER (dxo:ICD9:33399),,0.04310344828,0.5120481928,,,,0.1578947368,0.4351851852,,,0.4035532995,,0.3263239875,0.5722891566,,
  1 ,Age: 41-64 | Gender: Female | OTHER EXTRAPYRAMIDAL DISEASE AND ABNORMAL MOVEMENT DISORDER (dxo:ICD9:33399) | PAROXETINE HCL,,,,,,,,,,,0.4809160305,,,,,
  1 ,Age: 41-64 | Gender: Female | OTHER EXTRAPYRAMIDAL DISEASE AND ABNORMAL MOVEMENT DISORDER (dxo:ICD9:33399) | PRAMIPEXOLE DI-HCL,,,,,,,,,,,0.5680473373,,,,,
  1 ,Age: 41-64 | Gender: Female | OTHER EXTRAPYRAMIDAL DISEASE AND ABNORMAL MOVEMENT DISORDER (dxo:ICD9:33399) | RESTLESS LEGS SYNDROME [RLS] (dxo:ICD9:33394),,,,,,,,,,,,,0.3875968992,,,
  1 ,Age: 41-64 | Gender: Female | OTHER EXTRAPYRAMIDAL DISEASE AND ABNORMAL MOVEMENT DISORDER (dxo:ICD9:33399) | RESTLESS LEGS SYNDROME [RLS] (dxo:ICD9:33394) | ROPINIROLE HCL,,,,,,,,,,,,,0.5303643725,,,
  2 ,Age: 41-64 | Gender: Female | OTHER EXTRAPYRAMIDAL DISEASE AND ABNORMAL MOVEMENT DISORDER (dxo:ICD9:33399) | ROPINIROLE HCL,,,,,,,,,,,0.5145228216,,0.4341238472,,,
  1 ,Age: 41-64 | Gender: Female | OTHER EXTRAPYRAMIDAL DISEASE AND ABNORMAL MOVEMENT DISORDER (dxo:ICD9:33399) | ROPINIROLE HCL | SERTRALINE HCL,,,,,,,,,,,,,0.475,,,
  1 ,Age: 41-64 | Gender: Female | OTHER EXTRAPYRAMIDAL DISEASE AND ABNORMAL MOVEMENT DISORDER (dxo:ICD9:33399) | ROPINIROLE HCL | VENLAFAXINE HCL,,,,,,,,,,,,,0.4233576642,,,
  2 ,Age: 41-64 | Gender: Female | OTHER EXTRAPYRAMIDAL DISEASE AND ABNORMAL MOVEMENT DISORDER (dxo:ICD9:33399) | SERTRALINE HCL,,,,,,,,,,,0.5275590551,,,0.7264150943,,
  1 ,Age: 41-64 | Gender: Female | OTHER EXTRAPYRAMIDAL DISEASE AND ABNORMAL MOVEMENT DISORDER (dxo:ICD9:33399) | VENLAFAXINE HCL,,,,,,,,,,,0.4746543779,,,,,
  1 ,Age: 41-64 | Gender: Female | OTHER GENERAL SYMPTOMS (dxo:ICD9:78099),,,0.5,,,,,,,,,,,,,
  10 ,Age: 41-64 | Gender: Female | OTHER MALAISE AND FATIGUE (dxo:ICD9:78079),0.02,0.02392460126,,0.5807560137,,0.3960554371,0.1490514905,0.5055900621,,,,0.4378109453,,0.5766666667,0.003442340792,0.5250737463
  1 ,Age: 41-64 | Gender: Female | OTHER MALAISE AND FATIGUE (dxo:ICD9:78079) | OTHER SCREENING MAMMOGRAM (dxo:ICD9:V7612),,,,,,,,,,,,,,0.5846153846,,
  1 ,"Age: 41-64 | Gender: Female | OTHER MALAISE AND FATIGUE (dxo:ICD9:78079) | PAIN IN JOINT, MULTIPLE SITES (dxo:ICD9:71949)",,,,,,0.3571428571,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | OTHER MALAISE AND FATIGUE (dxo:ICD9:78079) | PAIN IN JOINT, MULTIPLE SITES (dxo:ICD9:71949) | UNSPECIFIED MYALGIA AND MYOSITIS (dxo:ICD9:7291)",,,,,,0.5339805825,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | OTHER MALAISE AND FATIGUE (dxo:ICD9:78079) | PALPITATIONS (dxo:ICD9:7851),,,,,,0.3851351351,,,,,,,,,,
